column,tokens,pure_normal_tokens,pure_attack_tokens,rows_separated,separation_rate,single_column_accuracy,nmi_with_label,provenance_marker
http.request.version,12,0,11,36722,0.028776245531383363,0.6178900969732589,0.06405605206874902,False
http.request.method,8,0,7,36716,0.02877154378656586,0.6178861788617886,0.06432416927532403,False
mqtt.conack.flags,6,5,0,34733,0.027217617124381525,0.5889391713194241,0.03658509353821709,False
mqtt.topic,5,4,0,34654,0.02715571081761775,0.5889391713194241,0.03487884007393774,False
mqtt.protoname,2,1,0,34416,0.02696920827319018,0.5889391713194241,0.03628794823171923,False
dns.qry.name.len,13,11,1,3284,0.0025734216634459716,0.5890723871094132,0.004099752183771742,False
http.referer,5,0,4,593,0.0004646891127964254,0.5894015084729161,0.0012126225975723018,False
